,review,sentiment
28,I wasnt able to tip my drivers and figured there must be an update I need to do Did the update and now I cant book a trip AT ALL they give me no option to put in my pick up/drop off location Doesnt matter if I press the back up down profile etc buttons I CANNOT BOOK A TRIP I just see the map of the damn world,1
29,Used it only 3 times twice for rides and once for Uber eats My Uber eats never arrived but I was charged was not contacted by the driver or the app about the delivery or any complications The same thing happened on my first ride however for that I tried contacting the driver and got no response,1
30,When it comes to adding a tip viewing the receipt and the actual charge Ubers app lacks transparency Be careful not to turn a 20% tip into a 40% tip Once a user tells Uber to add a tip the receipt should update and the add a tip link should disappear The driver was great the app is not,2
31,My app constantly loads incorrectly with missing buttons and options I have tried both WiFi and mobile data neither load correctly after updating and uninstalling and reinstalling over and over again Extremely frustrating experience when counting on this app for transportation,1
32,There really needs to be a help option for when you order an uber and the driver never leaves their location to pick you up and just wait for you to cancel My favorite is when theyre 5 mins away then 8 mins then 12 mins and they just keep going and dont respond to messages,1
33,normally apps notify you when your drivers outside this app does not in fact the app will just cancel the ride if youre not outside in the time frame that is said they will be outside the timeframe that they dont give you because they dont give notifications instead of giving you a full refund they give you back your Uber cash that you wouldnt even need if it did its job the correct way in the first place I want a refund not your uber cash bandaid of a fix,1
34,This is the first time Ive ever used your service After 10 minutes of updating and trying to figure out what you needed me to do I finally have a ride on the way It seems booking the ride is much more important than all the other things that could have been done while I was in the vehicle and on my way It doubled the time that I had to wait for my ride Thank you,5
35,It just doesnt work Tried updating deleting and reinstalling and it still doesnt work I can enter the pickup location but cannot put in the drop off location My profile doesnt show up but my phone number is recognized Please help to fix this,1
36,Wow Just wow Tried 3 times tonight to get a ride home from the airport (cant schedule ahead) no drivers available and it tripped the fraud detection on my bank account because Uber charged me three times (and then refunded the charges but still) Will definitely be avoiding Uber,1
37,Bloody horrible I been using Uber since it came to Puerto Rico But I am not in one of the big places Like San Juan or Old San Juan Or in that area So all the ubers from my area leave For one of the big stops and they dont pick us ( people from my area ) up because its not Money good for them Because they only pick people up that will give them $15/20/25 or more up So all of us that dont have cars have no choice but either walk or find a way to get do our destination Horrible,1
38,Requested a ride the night before Shows my driver 5 minutes away I keep watching for a car to pull up It never does Uber just says wait at pickup So I go wait outside in the cold for 15 minutes the ride never cancelled or told me the driver wasnt coming I had to cancel the ride for it to tell me theres no drivers Im late for work now I select a normal ride and its accepted within a minute This app is for drunk people after bars not somebody with a schedule,1
39,Uber has never let me down until I was in Florida There should be an option to choose and English speaking driver or have that automatically as an option in your settings Our driver was not even able to communicate with us enough for us to tell him to take us back home when the place we wanted to go to ended up being closed Please add that option to choose someone who speaks your language,1
40,App on itself is fine wait times are longer than it used to be my main issues is that there are some drivers that would cancel if I am paying with Visa Not only it is a huge waste of time but the delay on payments shouldnt be the users problem,3
41,My driver ended up getting a $13+ tip when it was supposed to be $660 based on 20% There were added fees which shouldnt be in the calculation but even that didnt add up There is no way to change tip after the ride except to add to it No customer email or phone This tip some how doubled Jan 25 2022 : Sent email as per you instructions Now Feb 19 2022 and havent heard back and didnt expect to,1
42,Id like to give 0 stars The driver Barbara said she couldnt find me when I had not moved since requesting pickup I think she drove by me a couple of times Then she said she would have to cancel Only I didnt get a full refund and now the app wont accept my payment info Spoke with my bank the issue is not the card HORRIBLE SERVICE,1
43,They stole my $75 Bought a gift card online the redeem said it was already redeem and that was my first using it right after purchase They made so many excuses to not solve this issue Still not resolve Cant get in contact with a real person Its obvious they sent me an invalid code They will not refund or send a new code They wont investigate to see who use the code and accoun it should only be me it was sent to my email They are crooks for this Uber is known for frauding customers,1
44,They only have customer service if you pay extra there surge pricing is unpredictable and usually triples or quadruple the cost Which is price gouging If you do try to contact them via email prepare to wait a few weeks,2
45,I really have not ever had a complaint about Uber but this is my first time and its the second time this has happened my husband has tried to download his location to go home from my home and when we push it in it says there is no Ubers available in my area and I know thats impossible because I live in Buffalo New York where people take Ubers all the time so you need to fix this Uber I dont know why its saying theres no Ubers available in my area Ive uninstalled and reinstalled,1
46,This app is terrible keep getting an error message that says there was an error processing your request No explanation for how to fix it No support line to help guide me through it Uber is per trash,1
47,No customer support Ive been transferred 9 time and no one can help me It like pulling teeth just for customers to find a lost item in an Uber Put a damn customer support number online Kinda hard to go into the app for support when the phone is the lost item in question,1
48,The app is ridiculous I have plenty of money in my uber cash and it still tries to take from my card On top of not accepting my cashapp card Google pay or PayPal as a payment type when my boyfriend can on his app Or it charges both my uber cash and my card I work early and schedule rides and its unacceptable Cust service is a joke If I could leave no stars I would and I dont usually leave reviews like this but ridiculous is putting it nicely,1
49,Had this app for years All of a sudden I cant request a ride All I get is an error message stating that an error occurred and to contact support Support is helpless at best Uninstalled reinstalled even changed my tel # and my email Still get the error message DO BETTER UBER,1
50,It was great until I upgraded my phone and lost nearly $150 in Uber cash If there is something else available in my area I will be switching immediately as I havent been able to find a way to get that money back through costumer service I cant find a number or an online option and that is absolutely ridiculous The drivers however are amazing So I give them 5 stars,4
51,No direct line to call customer service I moved and changed my address triple checked that all information was correct etc Suddenly cannot use the service I switched to Lyft The app loops you through frustrating lack of customer service options and the notifications are far too often,1
52,I cant believe it If you schedule a ride in advance it says you can cancel for free anytime Only they dont tell you that that there is a $650 cancelation fee built it The price for scheduled it $3250 with all fees vs $1850 normal fare,1
53,I got charged 999 out of nowhere I hadnto download this app to try and find a help line number and there is NO HELP LINE This is ridiculous Why was I charged this when I havent even used the service,1
54,The convenience and quickness of Uber is awesome But the GPS they use is horrible It sends drivers zigzagging through the city on littleused alleyways has them going around in circles and has them going past the destination then backtracking for several blocks Just ridiculous,2
55,Most of the drivers have been great The app tho can be overwhelming with notifications Ya lost your notification permissions Uber This is your doing for reminding me every week even when you havent been started up or needed Seriously the advertising notifications even when not turned on is annoying,3
56,My app does not have the three bars in the left corner Cant access account Also no way to check on a scheduled ride You pay $15 more dollars to schedule a ride and cant confirm it App needs improvement,2
57,Dont bother trying to reserve a ride ahead of time in the suburbs Drivers show up late (as in 30 minutes late) or dont show up at all and there is 0 customer service Call a taxi service instead,1
58,1 Drivers will accept your ride but cancelDrivers 5 minutes away wont accept your ride but drivers 20 + away will (smh) 2When you schedule a ride price increases I dont have a problem withI just hate when they cancel It takes hours before you get another ride 3 This is not a reliable app Better saved to get your own or find another way get around Uber just not it but I had good drivers,1
59,Horrible On multiple occasions I have ordered and ride and it took over 20 minutes and still no confirmation of a ride and had to cancel Prices then trippled for a ride,1
60,Literally spent 200$ on gift cards they told me to uninstall my app and redownload it Now I cant even get to work or use my payment method or anything Had me taking to a box for 3 hours just to log me out I still have to call or we the email they gave me for some location in Jersey And I have screenshots,1
61,Its not working Ill type in the to location and it wont even load on the map or period It doesnt work and has made me waste more time than I shouldve I guess Ill just have to stick to lyft,1
62,This app will steal your money if you book a ride than cancel it because you dont want to wait 30+ minutes for a ride(it will tell you 10 minutes or less before you book it) they still charge for the ride,1
63,Works Sometimes Its saying there is an error with all payment methods as of late it works in us no problem Expensive but no problems But cant relay on it internationally,3
64,Garbage Now I remember why I deleted this app a while ago Got an uber gift card from someone and now I need to use it I have searched high and low in the wallet section of the app and guess what Nowhere does it say redeem a gift card Smh Figured it out For those of you following all the tips/links on google and still failing add the gift card number to the promo code section and make sure theres no space at the end Then wait a few minutes and it will appear GOOD LUCK,1
65,Uber is good but I had one bad experience I called a uber well requested a uber to take me to work and the Uber was like 2 minutes away I guess once when a man realized the type of neighborhood I stayed in he switched and gave me to someone else and they took 17 minutes to take me to work what made me mad was the Uber that didnt pick me up the first one he got paid and he didnt give me a ride someone else came and I had to pay another Uber driver I would like to get my money back,3
66,You cant rely on this app They use shorter pickup time quotes then when you book the ride they increase by 30 minutes If you have to be somewhere at a scheduled time Dont use Uber they will fail you,2
67,This app stops working randomly causing you to having to redownload the app Then after that you still will not be able to book a ride This has happened more then 3times,1
68,Not So good Left phone in cab I could not retrieve it without my phone 4 days I tried I give up on the whole mess Worst of all it my lady friends cell and Ive heard about it every day since Plus I have to shell out for new one THANKS BOOBER,1
69,Ridiculous how much I go through to get transportationI shouldnt have to use $50$100 before I get transportationThen have to wait for Uber to refund the funds they take before a car is even foundWhy not put a hold on the funds vs taking the funds out my accountThe prices go up at least 4x the amount when its coldcertain timesand when drivers are limitedYouve got to do better,1
70,It is 2022 Beyond ridiculous that Uber Android app is still only running in light mode It is stubbornly refusing to go dark even when using dark theme enforcement from apps such as DarQ I refuse to give Uber any business until it can be run in dark mode,1
71,This app is trash  you cant properly get issues resolved Incompetent people who do answer custome inquiries as you to describe your issue a minimum of 3 times It is absolutely horrible dont use the app use in browser if you quickly need a ride Youre own your own if you have an issues with that ride tho,1
72,Prices just keep going up up up Almost $30 just to get to work now Custom drop off spot Thats a penalty fee Redeemed 10% off RATE SPIKE Fake holiday Artificial demand  price hikes Uber is no better than the taxi authority And then drivers decide to up  cancel when theyre close enough Outright bail with no warning App also likes modifying the pickup spot without warning some cities restrict where they can pick up  drop off,1
73,Used to be decent and reliable Now both the company and drivers are greedy The app constantly gives incorrect information/hour long waits drivers no call no show Back to lyft I go,1
74,The service is (probably) fine I dont remember if I used it at all because when I needed to use a ride app I first used Lyft I own a car so unless I have car trouble I generally dont need a ride anywhere That said you never know when you might need to call for a ride THAT brings me to the issue with this app I dont know why your app icon is all black (that would be more fitting if I were calling for a medical examiner or something) but I have a relatively (mostly) black wallpaper on my phone (its a STAR WARS wallpaper) and the last time I DID need a ride I used Lyft because I saw the icon on my phone My phone is not fillled with app icons so I didnt notice I had Uber installed  in fact it is right above the icon for Lyft on my phone You either need to put a lightcolored border around the app icon or change the app icon to a lighter color or give the users a choice of colors to use but all black is no good I like my background on my phone to be dark so I need another color besides black for the app icon Im sure Im not the only one who has had this problem though no one else may have said anything Sure there are probably other apps with an all black icon but I dont use any others that are like that I even have an app called Pitch Black Wallpaper (which I use from time to time) and the icon for THAT is NOT all black: Its a gray circle with a black rectangle that represents an all black phone screen so IT doesnt get lost (although I dont keep it on my main screens) Anyway please consider the options I mentioned The next time I need to call for a ride I might forget Uber is installed and use Lyft,4
75,The app after the new update keeps stopping and Im unable to go inside the app and login using my number Fix this issue as soon as possible Model : Samsung Galaxy A51,1
76,If there was an option for no stars that would be my choice This company has the worst customer service ever When trying to resolve an issue with being charged for the wrong trip I could never talk to a representative there wasnt anyone there to help me,1
77,Its great for picking up  dropping off after 12pmit knows where I work but says it doesnt exist but Ive had plenty of drivers pick me up where I work  to top it off it fluctuates pricing in the morning from 5am to 7amI dont think Im gonna keep using this app to get rides to work  home,2
78,Horrible app and no customer support My phone number was being used by another party that doesnt have access Doesnt let me delete account either Instantly reactivates it after i delete it,1
79,Ive had nothing but good experiences with Uber and Ive only used it three times already to go to hospital everyone was professional and seems to have gotten there in a decent amount of time considering they come from all over,3
80,Uber has overdrawn my account I was charged $9999 for no reason Good luck talking to someone if you have an issue like this The only help line is for drivers and online theres no support,1
81,Double charging rides as of late then when you report it to uber for a refund they say that you are doing fraud by asking your bank to dispute the charges or blame a system error i got recharged for a refund from november 11th on november 27th for $4104 which was refunded by bank after a claim / dispute Uber is a PoS if i wanted to pay 40 a ride id take a taxi cab yes they are around you stole jobs and income from them,1
82,I drive for Uber and dont have a ton to complain about with the driver app This is my first time using the RIDER app and Im pissed I could not check on the location of my driver before he arrived and I could not send him a message to help him find my house He had a hard time finding the house and when he sent me a message it popped up at the top of my screen but I could not open it in the app to respond What the f Uber,1
83,Not good You must show where from to where and what time to pick up and the costs a d type of vehicle I do not see these simple steps They may be there but I do not see them,1
84,Im wondering what is going on with Uber at this time Whats going on with the app Ive been extremely patient not complain Its just lately Ive been late to work 8 times Uber is my only resource for work Drivers are out will accept the trip and cancel just when a surge happens Uber is pushing riders to leave and try other ride sharing companies Ive been triple charged several times for 1 tripDue to an Uber driver coming to my job disrespecting meI got suspended Losing me as a rider,1
85,For some reason i get stuck on the connecting to driver screen even though there is clearly a car on the map Im sick of being forced to walk during the winter because this app cant get more drivers,3
86,Greedy decision to devalue the point system in the rewards What was 2000 points has been raised to 3500shameful CORRECTION4000 Disgusting I wish I could rate zero stars and write the review,1
87,I have had such a bad experience overall with everything about UBER that l am physically ill I am tired of also trying to get any type of customer service that I am convinced that Uber is a scam operation I have been charged 3 times for the same ride and the ride I had ordered was not for me but a disabled man and his wife and 2100 to go 4 blocks is absurd for 1 thing but when I book it and it says 3 mins unless something happened within 3blocks from where we were located I expect it,1
88,There needs to be a punishment for those who accept a ride and then cancel it on the last minute Ive been late too many times that thiss becoming something that I consider everytime I order an Uber FIX YOUR SYSTEM,1
89,I hav used Uber for a long time Friends have said its not the same in the last year but Im loyal This morning my 4:204:30AM driver called at 4:19 I confirmed I was on my way down and he called again as I was navigating the stairs with luggage in hand at 4:24 I saw him drive away as I opened the door to my building 10 seconds later I missed my flight I will never use Uber again And you should not either,1
90,The app doesnt work at all Doesnt give me any info a driver just shows up I have no name no car description no license plate no ETA Its lyft from now on,1
91,Very poor experience Keep declining transactions and wont let you replace card easily This app is complete trash Tryin to control too much and minimalistic features dont help,1
92,Was charger for my ride and was charger a random 35 dollars for no reason Trying to contact support but idk how or why i was even charged the 35 dollars I will be using lyft from now on,4
93,Just watched 2 drivers leave us with no response to either text or call communications and they only offered app credit which is useless A Where we live there are almost no uber drivers (we are out of town) B Why would we use an app that abandoned us twice in one night Also has been very inconsistent in the past,1
94,Drivers will cancel on you that are right around the corner or it will be pending for a driver to accept you but they never will and you cant call another uber unless you cancel and get hit with cancelation fees even with uber one or the price will hike from $7 to $20 out of no where,1
95,No longer reliable Uber is no longer a reliable service The drivers decide when they want to pick you up and reject places they dont want to go This is a good service if you do not really need to get somewhere However if you need to be somewhere its worth getting a traditional cab,2
96,Confuse way for tipping The app give you the option to tip before hand and I choose to do it then At the end the app ask to give the driver the tips I though the tips did not go through the first time so I choose to tip for the same amount again I got nothing to complaint about the driver The ride was good but not that good to receive double tips ,2
97,Unacceptable Whenever I order food through Uber I never NEVER get an alert What a trash app Every other food delivery service gives alerts,1
98,Finally us drivers can see the Fare pick up and location a trip is going Please keep it this way I like that I can control not to go a direction I dont want to go bc it takes me way out of my area Thanks for changing it,4
99,Unreliable I schedule rides the drivers cancelwait times are 20 minutes plusI usually end up requesting a Lyft instead their always close by and the Lyft drivers are more professional,1
100,Useful but only When the app decides to work it almost never lets me schedule a ride or get a ride on demand regardless if theres a driver near by or not,3
101,Cant call any rides because the app keeps saying oops something went wrong and uninstalling/installing the app didnt change anything Time to use Lyft,1
102,Generally speaking its been useless for the past few months to schedule a ride in advance Youd think thered be greater priority put on those who specify a time well in advance of needing the ride but I regularly am projected to be waiting 20+ minutes past my scheduled time for a ride I have been trying Lyft as an alternative in those cases and they have arrived faster on the spot than my prescheduled ride literally every time,2
103,Why doesnt the choose your ride screen show up anymore And I have updated the app and still no pop up screen Please fix this,1
104,I didnt understand the wait fee when Im standing outside waiting 3mins The price on the app says one thing but at the end of the ride is so much more,2
105,Ill chance my rate once Uber has a customer service phone number where we can reach a real live person that we can talk to about problems were having with the app or our drivers or just Id we need help with anything My girlfriend left her phone in there Uber so i tried getting ahold of Uber customer service phone number so i can take to a live agent But i didnt know they didnt have oneso now my girlfriend is left without her phone and she needs her phonecause of Gmail pwfbect,1
106,The app is not letting me set up a payment method It keeps telling me error when I try to connect to Google pay and when I try to put in my card information it said my information is wrong but I have all my information in front of me the app isnt working,1
107,From last 2 weeks the screen is showing only world map nothing else no booking screen no trips,1
108,Uber lies to get rides I was told a ride was 2 minutes away In fact it took 15 minutes because the car was goin 7 miles further away from me Its fraud to make me use Uber instead of another service and caused me to be late And there is no way to punish uber without punishing the innicent driver,1
109,I have had an Uber account for over a year and recently its been been telling me that it got my location wrong because I dont have a location set up right Piddleposh You turn on location for Uber and theoretically thats how it works Not sure what had been going on it was working fine for a long time,2
110,Really easy and convenient I always get an Uber quickly and they are always so nice and always on time if not early,5
111,This app will not let me finish signing in I had the app 2 Mos Ago and it worked fine now I can not logincant use or chg password Im lost,1
112,Rude drivers Adding: whats the point of scheduling something in advance I scheduled my fiancé ride 10 hours prior so I wouldnt miss work He was going on to get surgery Uber never shows up they dont give you heads up or notify you that they arent coming he ends up missing his appointment now we have to pay a $800 rescheduling fee and on top of that I still had to mis work to fix this Uber compensates me $3  what an insult,1
113,Wrong location vs what was booked Took me 25 min in worng direction Nothing close to address entered in their sytem,1
114,Very easy to accidentally type in the wrong address when ordering food Not good when ordering from abroad,1
115,Customers should be notified if the credit card has expred Also it should be clear how the credit card can be updated,3
116,I have been charged more than the price I was shown prior to accepting the ride on my last two rides No traffic or any reason to believe the overcharge is legit F this company,1
117,If youre getting picked up find the address youre at and punch it in manually If you let it direct the driver to you its prone to giving the wrong address and they hit you with a Cancelation  fee when the driver just takes off and you have to call another Absolutely DO NOT trust the app to properly provide your location Other than that Ive had no real issues but its a pretty major one,2
118,If the fare is estimated under $10 it takes forever for drivers to accept Ive been late to work so many times because of this My start time is at 6 I start ordering at 4:45 there are drivers nearby but they dont accept And when they do theyre more than 25mins away Very inconvenient and frustrating Its been like this for months now Lost a job over it Very poor service,1
119,The price changes are very dramatic and seemingly random depending on the day One day a ride will cost me 14 bucks and the next that same exact ride will be double or even triple the prince There is also no other or type your own answer option when giving less than a 5 star review and not all issues that may occur are one of the options to select from Overall just a poor customer service experience and a lack of understanding on how to properly run a service like this,2
120,Trying to get help for something with this app is ridiculous they tell you to send an email and when you do it says its unmonitored and that you have to use the app or site but when you go in they dont have an OTHER REASON choice where you can just send a message because none of their options pertain to your issue Im getting tired of this company too many problems with barely any solutions taking place,1
121,Im sorry but not being able to edit your tips is the dumbest thing I get it but what if you tip too much You have to go through your bank to reverse the charge and just not use the app to tip anymore,1
122,Seriously Im drunk off myass and Im trying to get an Uber App sucks Im putting in my new expiration date for my existing card and the app logic doesnt let me Delete the old Car it just adds a new card ND never results in using the new card Its 20 degrees out here Fix your damn app Luckily Im not too drunk to freeze to death Im taking a lyft,1
123,Uber is quick and convenient and has a lot of options I love Uber for what it is a company that brings food to you when you cant go get it Cause of covid you cant even get fast food without a car anymore so Uber is a much needed commodity Just dont expect to get a cheese burger chicken andwich some nuggets and 2 tacos for 5 dollars like in the drive threw Youre looking at more like 20+ delivery dont expect things like a biggie bag from Wendys or 2 tacos from jack n box either,4
124,This company is a disgusting money grabber I understand that companies need to make money but the way uber takes advantage of their customers is ridiculous If you enter a destination to see the price and time it would take to reach your destination and then go out the app and back in your ride price will increase and sometimes dramatically Also the fact that if you cancel a ride you will be charged a small fee but if a driver is 10 minutes away and you cancel you still get charged a small fee,1
125,Hey Uber if you want to tell your riders the driver isnt available DO IT BEFORE THE SET TIME FOR A RIDE NOT AFTER I walked to my destination FASTER than you guys could find a ride for me Heck I would be waiting IN THE COLD if I waited and came in LATE to my job Next time Ill uninstall the app before I start walking,1
126,I was never picked up by my uber I watched the uber driver circle the parking lot and then drive off He drove to my destination without me to make it look like he dropped me off and now uber is refusing to refund me I had to walk home and uber doesnt seem to care,1
127,Terrible service and app experience Lyft is faster and a much more pleasant ride Get with the times please,1
128,This app constantly pops up ads so I always have to kill it Its annoying AF Other than that its alright,3
129,By far one of the most irritating experience trying to sign up as a driver for this app Giving me log in issues like no other and no support at all the app freezes in one part of the sign up and no way to fix it or work around it If this is the sign up process i wonder what actually dealing with Uber Id like POS,1
130,Still havent resolved my issue This after numerous emails and contact through Twitter Your customer service is the worst,1
131,This app is alway messing up and I have to login through the website for service Whats the point of having the app,3
132,This app sucks big time None of my scheduled rides show up even close to on time When I order food the drivers will pick up and deliver other orders so my food is almost always cold and wasted And most of the drivers are rude as hell now Youre seriously better off calling a cab costs the same anyways Also I cant get rides half the time anyways,1
133,I want to open this app and have it offer service from where I am not get a map of the world Then you click on the option that takes you to last trip but no where does it offer request a ride 2 of my last 4 attempts to request rides were not mandatory so I simply have up on figuring this out I spend all day online and sell for many others and access many customer sites so not totally illiterate and rarely write reviews Gave up on this today and will look for alternative options,1
134,Awful customer service Had an Uber Eats driver cancel my order while less than 1 block from my place Customer service was no help at all Lyft and Seamless for me from now on,1
135,I would never use Uber if I were you I would use Lyft Uber steals money from your account if you dont take garage with them you better not cancel because the driver canceled on you five times now they got your money cuz the driver canceled and wont give it back its the worst app Ive ever seen in my life,1
136,Updated Jan 2022: I scheduled an airport ride 3 days in advance Driver was 10 mins late and according to the app still was 25 mins away Didnt reply to texts so I canceled and had to drive myself pay for a week of airport parking and almost missed my plane I was charged a cancelation fee which I disputed This is a horrible experience I will never use Uber again  App wont load It just circles,1
