,processed_review,0_Service/App related Issues,1_Payment Issues,2_Driver/Ride Issues
32,There really needs to be a help option for when you order an uber and the driver never leaves their location to pick you up and just wait for you to cancel My favorite is when theyre 5 mins away then 8 mins then 12 mins and they just keep going and dont respond to messages,0.3416848352969035,0.6434213753371476,0.014893789365948911
33,normally apps notify you when your drivers outside this app does not in fact the app will just cancel the ride if youre not outside in the time frame that is said they will be outside the timeframe that they dont give you because they dont give notifications instead of giving you a full refund they give you back your Uber cash that you wouldnt even need if it did its job the correct way in the first place I want a refund not your uber cash bandaid of a fix,0.09052981080014176,0.8990791807921572,0.01039100840770103
34,It just doesnt work Tried updating deleting and reinstalling and it still doesnt work I can enter the pickup location but cannot put in the drop off location My profile doesnt show up but my phone number is recognized Please help to fix this,0.5157914962064415,0.46357748979738955,0.02063101399616906
35,Wow Just wow Tried 3 times tonight to get a ride home from the airport (cant schedule ahead) no drivers available and it tripped the fraud detection on my bank account because Uber charged me three times (and then refunded the charges but still) Will definitely be avoiding Uber,0.816531454853969,0.01642792551875473,0.1670406196272762
36,Bloody horrible I been using Uber since it came to Puerto Rico But I am not in one of the big places Like San Juan or Old San Juan Or in that area So all the ubers from my area leave For one of the big stops and they dont pick us ( people from my area ) up because its not Money good for them Because they only pick people up that will give them $15/20/25 or more up So all of us that dont have cars have no choice but either walk or find a way to get do our destination Horrible,0.4180729770548974,0.5701512322343758,0.011775790710726847
37,Requested a ride the night before Shows my driver 5 minutes away I keep watching for a car to pull up It never does Uber just says wait at pickup So I go wait outside in the cold for 15 minutes the ride never cancelled or told me the driver wasnt coming I had to cancel the ride for it to tell me theres no drivers Im late for work now I select a normal ride and its accepted within a minute This app is for drunk people after bars not somebody with a schedule,0.06400696347440367,0.9265620099287807,0.00943102659681574
38,Uber has never let me down until I was in Florida There should be an option to choose and English speaking driver or have that automatically as an option in your settings Our driver was not even able to communicate with us enough for us to tell him to take us back home when the place we wanted to go to ended up being closed Please add that option to choose someone who speaks your language,0.33604961670403544,0.6473263225572998,0.016624060738664827
39,App on itself is fine wait times are longer than it used to be my main issues is that there are some drivers that would cancel if I am paying with Visa Not only it is a huge waste of time but the delay on payments shouldnt be the users problem,0.018892733598837162,0.9624999475369926,0.018607318864170264
40,My driver ended up getting a $13+ tip when it was supposed to be $660 based on 20% There were added fees which shouldnt be in the calculation but even that didnt add up There is no way to change tip after the ride except to add to it No customer email or phone This tip some how doubled Jan 25 2022 : Sent email as per you instructions Now Feb 19 2022 and havent heard back and didnt expect to,0.2691039127568842,0.010160393314682633,0.7207356939284332
41,Id like to give 0 stars The driver Barbara said she couldnt find me when I had not moved since requesting pickup I think she drove by me a couple of times Then she said she would have to cancel Only I didnt get a full refund and now the app wont accept my payment info Spoke with my bank the issue is not the card HORRIBLE SERVICE,0.3520514658940232,0.6330769802231218,0.014871553882854927
42,They stole my $75 Bought a gift card online the redeem said it was already redeem and that was my first using it right after purchase They made so many excuses to not solve this issue Still not resolve Cant get in contact with a real person Its obvious they sent me an invalid code They will not refund or send a new code They wont investigate to see who use the code and accoun it should only be me it was sent to my email They are crooks for this Uber is known for frauding customers,0.40615515628642085,0.011121165501435874,0.5827236782121433
43,They only have customer service if you pay extra there surge pricing is unpredictable and usually triples or quadruple the cost Which is price gouging If you do try to contact them via email prepare to wait a few weeks,0.02179546195076713,0.023111770240991068,0.9550927678082419
44,I really have not ever had a complaint about Uber but this is my first time and its the second time this has happened my husband has tried to download his location to go home from my home and when we push it in it says there is no Ubers available in my area and I know thats impossible because I live in Buffalo New York where people take Ubers all the time so you need to fix this Uber I dont know why its saying theres no Ubers available in my area Ive uninstalled and reinstalled,0.9795632843548416,0.01141610059330692,0.009020615051851564
45,This app is terrible keep getting an error message that says there was an error processing your request No explanation for how to fix it No support line to help guide me through it Uber is per trash,0.02302050270650702,0.02150445263099835,0.9554750446624946
46,No customer support Ive been transferred 9 time and no one can help me It like pulling teeth just for customers to find a lost item in an Uber Put a damn customer support number online Kinda hard to go into the app for support when the phone is the lost item in question,0.014099772113317182,0.013985379796719705,0.9719148480899631
47,The app is ridiculous I have plenty of money in my uber cash and it still tries to take from my card On top of not accepting my cashapp card Google pay or PayPal as a payment type when my boyfriend can on his app Or it charges both my uber cash and my card I work early and schedule rides and its unacceptable Cust service is a joke If I could leave no stars I would and I dont usually leave reviews like this but ridiculous is putting it nicely,0.5069482840761204,0.48230228474824555,0.01074943117563403
48,Had this app for years All of a sudden I cant request a ride All I get is an error message stating that an error occurred and to contact support Support is helpless at best Uninstalled reinstalled even changed my tel # and my email Still get the error message DO BETTER UBER,0.01875761369072646,0.014982143762379871,0.9662602425468936
49,No direct line to call customer service I moved and changed my address triple checked that all information was correct etc Suddenly cannot use the service I switched to Lyft The app loops you through frustrating lack of customer service options and the notifications are far too often,0.9667122610888522,0.016186654835247602,0.017101084075900247
50,I cant believe it If you schedule a ride in advance it says you can cancel for free anytime Only they dont tell you that that there is a $650 cancelation fee built it The price for scheduled it $3250 with all fees vs $1850 normal fare,0.018445546257909024,0.024085252272188756,0.9574692014699023
51,I got charged 999 out of nowhere I hadnto download this app to try and find a help line number and there is NO HELP LINE This is ridiculous Why was I charged this when I havent even used the service,0.4703335231353424,0.02399709321780676,0.5056693836468509
52,The convenience and quickness of Uber is awesome But the GPS they use is horrible It sends drivers zigzagging through the city on littleused alleyways has them going around in circles and has them going past the destination then backtracking for several blocks Just ridiculous,0.9527682962976276,0.025747312911390572,0.021484390790981793
53,Most of the drivers have been great The app tho can be overwhelming with notifications Ya lost your notification permissions Uber This is your doing for reminding me every week even when you havent been started up or needed Seriously the advertising notifications even when not turned on is annoying,0.9617345619373209,0.01898687046199808,0.01927856760068102
54,My app does not have the three bars in the left corner Cant access account Also no way to check on a scheduled ride You pay $15 more dollars to schedule a ride and cant confirm it App needs improvement,0.02112765791500144,0.49130210166599286,0.48757024041900576
55,Dont bother trying to reserve a ride ahead of time in the suburbs Drivers show up late (as in 30 minutes late) or dont show up at all and there is 0 customer service Call a taxi service instead,0.20982901365655648,0.7707228535656885,0.019448132777755017
56,1 Drivers will accept your ride but cancelDrivers 5 minutes away wont accept your ride but drivers 20 + away will (smh) 2When you schedule a ride price increases I dont have a problem withI just hate when they cancel It takes hours before you get another ride 3 This is not a reliable app Better saved to get your own or find another way get around Uber just not it but I had good drivers,0.17036725684583529,0.8154906434195839,0.014142099734580792
57,Horrible On multiple occasions I have ordered and ride and it took over 20 minutes and still no confirmation of a ride and had to cancel Prices then trippled for a ride,0.025664968588583262,0.49695969802800927,0.4773753333834075
58,Literally spent 200$ on gift cards they told me to uninstall my app and redownload it Now I cant even get to work or use my payment method or anything Had me taking to a box for 3 hours just to log me out I still have to call or we the email they gave me for some location in Jersey And I have screenshots,0.9658618366619092,0.01761980270264562,0.016518360635445265
59,Its not working Ill type in the to location and it wont even load on the map or period It doesnt work and has made me waste more time than I shouldve I guess Ill just have to stick to lyft,0.6624823932302737,0.315708032816688,0.021809573953038314
60,This app will steal your money if you book a ride than cancel it because you dont want to wait 30+ minutes for a ride(it will tell you 10 minutes or less before you book it) they still charge for the ride,0.019700117439938623,0.9596112575699121,0.02068862499014936
61,Works Sometimes Its saying there is an error with all payment methods as of late it works in us no problem Expensive but no problems But cant relay on it internationally,0.9352147597417446,0.03288011373816224,0.03190512652009326
62,Garbage Now I remember why I deleted this app a while ago Got an uber gift card from someone and now I need to use it I have searched high and low in the wallet section of the app and guess what Nowhere does it say redeem a gift card Smh Figured it out For those of you following all the tips/links on google and still failing add the gift card number to the promo code section and make sure theres no space at the end Then wait a few minutes and it will appear GOOD LUCK,0.9845398001001047,0.007853411478104743,0.007606788421790583
63,Uber is good but I had one bad experience I called a uber well requested a uber to take me to work and the Uber was like 2 minutes away I guess once when a man realized the type of neighborhood I stayed in he switched and gave me to someone else and they took 17 minutes to take me to work what made me mad was the Uber that didnt pick me up the first one he got paid and he didnt give me a ride someone else came and I had to pay another Uber driver I would like to get my money back,0.22907815248979943,0.7597573212936604,0.011164526216540151
64,You cant rely on this app They use shorter pickup time quotes then when you book the ride they increase by 30 minutes If you have to be somewhere at a scheduled time Dont use Uber they will fail you,0.1696323459894704,0.8070636744043219,0.023303979606207673
65,This app stops working randomly causing you to having to redownload the app Then after that you still will not be able to book a ride This has happened more then 3times,0.028850527582542432,0.9454323643958848,0.025717108021572746
66,Not So good Left phone in cab I could not retrieve it without my phone 4 days I tried I give up on the whole mess Worst of all it my lady friends cell and Ive heard about it every day since Plus I have to shell out for new one THANKS BOOBER,0.025298992707707933,0.06286187758039002,0.911839129711902
67,Ridiculous how much I go through to get transportationI shouldnt have to use $50$100 before I get transportationThen have to wait for Uber to refund the funds they take before a car is even foundWhy not put a hold on the funds vs taking the funds out my accountThe prices go up at least 4x the amount when its coldcertain timesand when drivers are limitedYouve got to do better,0.020182027511503928,0.4917152891926923,0.48810268329580386
68,It is 2022 Beyond ridiculous that Uber Android app is still only running in light mode It is stubbornly refusing to go dark even when using dark theme enforcement from apps such as DarQ I refuse to give Uber any business until it can be run in dark mode,0.9614100464469117,0.018511775965622007,0.020078177587466172
69,This app is trash  you cant properly get issues resolved Incompetent people who do answer custome inquiries as you to describe your issue a minimum of 3 times It is absolutely horrible dont use the app use in browser if you quickly need a ride Youre own your own if you have an issues with that ride tho,0.017355564512124548,0.5470446059199131,0.43559982956796245
70,Prices just keep going up up up Almost $30 just to get to work now Custom drop off spot Thats a penalty fee Redeemed 10% off RATE SPIKE Fake holiday Artificial demand  price hikes Uber is no better than the taxi authority And then drivers decide to up  cancel when theyre close enough Outright bail with no warning App also likes modifying the pickup spot without warning some cities restrict where they can pick up  drop off,0.5343013630092266,0.25151563763764595,0.21418299935312748
71,Used to be decent and reliable Now both the company and drivers are greedy The app constantly gives incorrect information/hour long waits drivers no call no show Back to lyft I go,0.5211164734533597,0.4582809890193879,0.020602537527252565
72,The app after the new update keeps stopping and Im unable to go inside the app and login using my number Fix this issue as soon as possible Model : Samsung Galaxy A51,0.8605126406071796,0.12004351006311009,0.01944384932971025
73,If there was an option for no stars that would be my choice This company has the worst customer service ever When trying to resolve an issue with being charged for the wrong trip I could never talk to a representative there wasnt anyone there to help me,0.031900691780034136,0.9447467758304844,0.023352532389481557
74,Its great for picking up  dropping off after 12pmit knows where I work but says it doesnt exist but Ive had plenty of drivers pick me up where I work  to top it off it fluctuates pricing in the morning from 5am to 7amI dont think Im gonna keep using this app to get rides to work  home,0.9681092816752239,0.014691987751554858,0.017198730573221188
75,Horrible app and no customer support My phone number was being used by another party that doesnt have access Doesnt let me delete account either Instantly reactivates it after i delete it,0.7229061576308625,0.02253288106318088,0.2545609613059566
76,Ive had nothing but good experiences with Uber and Ive only used it three times already to go to hospital everyone was professional and seems to have gotten there in a decent amount of time considering they come from all over,0.8451015266732264,0.1295512832686302,0.025347190058143315
77,Uber has overdrawn my account I was charged $9999 for no reason Good luck talking to someone if you have an issue like this The only help line is for drivers and online theres no support,0.027357747839637764,0.3705703705804331,0.6020718815799292
78,Double charging rides as of late then when you report it to uber for a refund they say that you are doing fraud by asking your bank to dispute the charges or blame a system error i got recharged for a refund from november 11th on november 27th for $4104 which was refunded by bank after a claim / dispute Uber is a PoS if i wanted to pay 40 a ride id take a taxi cab yes they are around you stole jobs and income from them,0.010382784004687267,0.10549116212835372,0.884126053866959
79,I drive for Uber and dont have a ton to complain about with the driver app This is my first time using the RIDER app and Im pissed I could not check on the location of my driver before he arrived and I could not send him a message to help him find my house He had a hard time finding the house and when he sent me a message it popped up at the top of my screen but I could not open it in the app to respond What the f Uber,0.5029621256865124,0.41279188296386615,0.08424599134962142
80,Not good You must show where from to where and what time to pick up and the costs a d type of vehicle I do not see these simple steps They may be there but I do not see them,0.9089415380555174,0.04471066892849651,0.046347793015986107
81,Im wondering what is going on with Uber at this time Whats going on with the app Ive been extremely patient not complain Its just lately Ive been late to work 8 times Uber is my only resource for work Drivers are out will accept the trip and cancel just when a surge happens Uber is pushing riders to leave and try other ride sharing companies Ive been triple charged several times for 1 tripDue to an Uber driver coming to my job disrespecting meI got suspended Losing me as a rider,0.009635826729813715,0.32848342107781314,0.6618807521923731
82,For some reason i get stuck on the connecting to driver screen even though there is clearly a car on the map Im sick of being forced to walk during the winter because this app cant get more drivers,0.3844090635103011,0.5607526072593098,0.0548383292303892
83,Greedy decision to devalue the point system in the rewards What was 2000 points has been raised to 3500shameful CORRECTION4000 Disgusting I wish I could rate zero stars and write the review,0.026615568184263343,0.025464329575748797,0.9479201022399879
84,I have had such a bad experience overall with everything about UBER that l am physically ill I am tired of also trying to get any type of customer service that I am convinced that Uber is a scam operation I have been charged 3 times for the same ride and the ride I had ordered was not for me but a disabled man and his wife and 2100 to go 4 blocks is absurd for 1 thing but when I book it and it says 3 mins unless something happened within 3blocks from where we were located I expect it,0.38875230150080714,0.548904069757745,0.06234362874144799
85,There needs to be a punishment for those who accept a ride and then cancel it on the last minute Ive been late too many times that thiss becoming something that I consider everytime I order an Uber FIX YOUR SYSTEM,0.02987106591782361,0.6857212034249641,0.28440773065721225
86,I hav used Uber for a long time Friends have said its not the same in the last year but Im loyal This morning my 4:204:30AM driver called at 4:19 I confirmed I was on my way down and he called again as I was navigating the stairs with luggage in hand at 4:24 I saw him drive away as I opened the door to my building 10 seconds later I missed my flight I will never use Uber again And you should not either,0.014416359580197895,0.013156412321133296,0.9724272280986688
87,The app doesnt work at all Doesnt give me any info a driver just shows up I have no name no car description no license plate no ETA Its lyft from now on,0.5055598435227271,0.03592163479359167,0.45851852168368123
88,Very poor experience Keep declining transactions and wont let you replace card easily This app is complete trash Tryin to control too much and minimalistic features dont help,0.05523431791747576,0.025002842810234325,0.91976283927229
89,Just watched 2 drivers leave us with no response to either text or call communications and they only offered app credit which is useless A Where we live there are almost no uber drivers (we are out of town) B Why would we use an app that abandoned us twice in one night Also has been very inconsistent in the past,0.6284830653024048,0.35311856776897643,0.018398366928618626
90,Drivers will cancel on you that are right around the corner or it will be pending for a driver to accept you but they never will and you cant call another uber unless you cancel and get hit with cancelation fees even with uber one or the price will hike from $7 to $20 out of no where,0.021586638591404975,0.7091254961858775,0.2692878652227175
91,No longer reliable Uber is no longer a reliable service The drivers decide when they want to pick you up and reject places they dont want to go This is a good service if you do not really need to get somewhere However if you need to be somewhere its worth getting a traditional cab,0.6441104982747886,0.3400012711778454,0.01588823054736611
92,Confuse way for tipping The app give you the option to tip before hand and I choose to do it then At the end the app ask to give the driver the tips I though the tips did not go through the first time so I choose to tip for the same amount again I got nothing to complaint about the driver The ride was good but not that good to receive double tips ,0.44510691054930773,0.5399657358276738,0.014927353623018466
93,Unacceptable Whenever I order food through Uber I never NEVER get an alert What a trash app Every other food delivery service gives alerts,0.3167827860141118,0.030882601955529564,0.6523346120303586
94,Unreliable I schedule rides the drivers cancelwait times are 20 minutes plusI usually end up requesting a Lyft instead their always close by and the Lyft drivers are more professional,0.749468364625611,0.22855808223173754,0.021973553142651453
95,Useful but only When the app decides to work it almost never lets me schedule a ride or get a ride on demand regardless if theres a driver near by or not,0.0348045716025581,0.6257446003711095,0.3394508280263325
96,Cant call any rides because the app keeps saying oops something went wrong and uninstalling/installing the app didnt change anything Time to use Lyft,0.9541521484821197,0.022832195218227932,0.023015656299652302
97,Generally speaking its been useless for the past few months to schedule a ride in advance Youd think thered be greater priority put on those who specify a time well in advance of needing the ride but I regularly am projected to be waiting 20+ minutes past my scheduled time for a ride I have been trying Lyft as an alternative in those cases and they have arrived faster on the spot than my prescheduled ride literally every time,0.11879590433748557,0.011691877357075064,0.8695122183054395
98,Why doesnt the choose your ride screen show up anymore And I have updated the app and still no pop up screen Please fix this,0.9307293236638184,0.035002653560853476,0.03426802277532808
99,I didnt understand the wait fee when Im standing outside waiting 3mins The price on the app says one thing but at the end of the ride is so much more,0.024791149291198106,0.3263656608711384,0.6488431898376634
100,Ill chance my rate once Uber has a customer service phone number where we can reach a real live person that we can talk to about problems were having with the app or our drivers or just Id we need help with anything My girlfriend left her phone in there Uber so i tried getting ahold of Uber customer service phone number so i can take to a live agent But i didnt know they didnt have oneso now my girlfriend is left without her phone and she needs her phonecause of Gmail pwfbect,0.00920708048303334,0.009152177970033662,0.981640741546933
101,The app is not letting me set up a payment method It keeps telling me error when I try to connect to Google pay and when I try to put in my card information it said my information is wrong but I have all my information in front of me the app isnt working,0.9640955411848802,0.019251214398228064,0.016653244416891814
102,From last 2 weeks the screen is showing only world map nothing else no booking screen no trips,0.32785364801075145,0.6315229843856104,0.040623367603638244
103,Uber lies to get rides I was told a ride was 2 minutes away In fact it took 15 minutes because the car was goin 7 miles further away from me Its fraud to make me use Uber instead of another service and caused me to be late And there is no way to punish uber without punishing the innicent driver,0.014677217289367253,0.9695980377075234,0.015724745003109202
104,I have had an Uber account for over a year and recently its been been telling me that it got my location wrong because I dont have a location set up right Piddleposh You turn on location for Uber and theoretically thats how it works Not sure what had been going on it was working fine for a long time,0.5447368952630214,0.4389344875835111,0.016328617153467517
105,This app will not let me finish signing in I had the app 2 Mos Ago and it worked fine now I can not logincant use or chg password Im lost,0.9462438535508818,0.02698186711849729,0.026774279330620748
106,Rude drivers Adding: whats the point of scheduling something in advance I scheduled my fiancé ride 10 hours prior so I wouldnt miss work He was going on to get surgery Uber never shows up they dont give you heads up or notify you that they arent coming he ends up missing his appointment now we have to pay a $800 rescheduling fee and on top of that I still had to mis work to fix this Uber compensates me $3  what an insult,0.011651793991869351,0.012326157212143914,0.9760220487959868
107,Wrong location vs what was booked Took me 25 min in worng direction Nothing close to address entered in their sytem,0.3588757736697609,0.4804866806958061,0.16063754563443303
108,Very easy to accidentally type in the wrong address when ordering food Not good when ordering from abroad,0.9370406559901702,0.03172618881217649,0.031233155197653295
109,Customers should be notified if the credit card has expred Also it should be clear how the credit card can be updated,0.8127882455478591,0.1480629370108649,0.03914881744127607
110,I have been charged more than the price I was shown prior to accepting the ride on my last two rides No traffic or any reason to believe the overcharge is legit F this company,0.029468643001411127,0.2944275048791468,0.676103852119442
