,review,sentiment
124,Fantastic tool to message your colleagues Especially if you work on a team I love that it categorizes your specific Channel from others Has options like adding favs and showing contacts you spoke with last enter info for Zoom meetings team challenges schedule changes etc Within your channel youll message publicly  also have private message options No business should go without using this app,5
125,Seems to work great and is easy to use once your set up but I had some problems signing in This problem happened with my coworker as well I gave it my email and it says to open my email and click the magic link After I click the magic link (confirmation button) from my computer where it is a lot easier to navigate and use my email it opens up the app on my computer rather than signing in on my phone I had to sign in manually inputting the url of my workplace first,3
126,Works great on desktop but Im unable to signin on the mobile app Each login attempt resolves with an error Something went wrong Please try again Ive uninstalled cleared local data and changed from beta to release Ive not able to login using the magic link,2
127,They dropped Android 7 support What a terrible idea Any reasons for the essentially JS app Take a look at Outlook policy or any other communication app They still work without any problems,1
128,Ive been trying to download this app to my softwarecurrent Samsung Galaxy Note20 for 6 days and it never gets past pending Ive tried turning my phone on/off cycling my VPN turning off my VPN trying wifi trying cellular and trying to clear Google Play cache No issues downloading other apps this morning,1
129,In all my years using applications Ive never used an app that is as terrible and poorly developed as slack Its fine once you get into a page but if you havent signed in in a while you might as well never try again Absolute trash,1
130,I would love to use this app again But for some reason the app wont even install  the first time Ive ever had an app from the Play Store that wouldnt install in the years of my Android use Sent in feedback for review from Slack but its definitely not a good sign,2
131,Update: app seems to be working again I have had difficulty editing channel names as well as I keep seeing a past memeber that I removed from our workspace in my app,3
132,The app has always had minor issues in the past messages not showing gifs never work right Some polls wouldnt work Posting videos seem to have random issues But it still seemed to work for what we use it for It is slowly getting better UNTIL NOW I CANNOT GET IT TO WORK SUDDENLY DUE TO NO SUPPORT OF OLDER ANDROID VERSIONS The tech support seems to be less than helpful I hope it will work again and get back to its constant improvement track like it was going,2
133,Get rid of the huddles option Its annoying and useless We use Zoom and have no need for huddles The option to hit one button in a channel and instantly invite everyone to a damn meeting is really annoying The area they put this in and without a second agreement before launching it causes a lot of issues Its at the top of my phone and easy to click when trying to swipe down from the top There should be at least a Yes or no prompt before starting this,1
134,I use this app because its the one my boss has chosen to use as communication for our team Personally I find it challenging to find old message threads archived projects and where and how to post special links for graphs charts and spreadsheets Overall it keeps the team organized I just dont find it very user friendly,4
135,Slack randomly stopped working because of my Android system not being updated enough ie needing to buy a new phone to use Slack However Id still get notifications about messages just not be able to write back on my phone The app still worked HOW RIDICULOUS Worst app ever to literally say buy a new phone to keep using Um nope You are a worthless company if you make everyone buy a new phone to use Sorry but just no Fix this and I will probably come back dont and Ill tell everyone how terrible you are,1
136,Outages are more frequent than they should be Also a notification for every single message no matter how fast or how many are coming from one channel or group can be very annoying I wish there was a setting for max notifications from one channel in ten minutes,3
137,Its okay I have been getting ongoing issues with notifications not being pushed when they should be I am a manager of 2 Spas and need to be ready to answer anyone via slack But when its not letting me know I have a slack I constantly have to be on it Another on going issue Ive had is when I go to read an unopen message and it just doesnt show me it Just past conversations Its very annoying when your job is to be there for your employees but the app you use for communication has bugs,3
138,Most recent string of updates make Android app unusable Threads DMs etc do not update or show an update dot but not have new content Really sad when on a business plan you cannoy trust the app to properly function for business critical functions Update: would give zero stars if possible App continues to be extremely buggy will not load message properly and is often nonfunctional Its bad enough that I have had work team/Dept stop using and working to stop using company wide,1
139,They messed up with the new experience Imagine you talk to someone go to a different app and when you get back you have to scroll/search through hundreds of different channels / dms just to get where you were It was simple before this why are you complicating experience,2
140,I love slack and use it for work I am not happy with you forcing me to love your new collab setrings that render the app unusable until I provide you an email address and check my inbox I am working on a deadline critical project and now have to go back tp my desktop to complete this What about a reminder for later Are we partnering here That is fine that you need to authenticate me and my email what about allowing me to pick a time that works to do that and not take away function,2
141,Line Spacing is horrible A couple months ago they added what feels like 1in of space between lines with no option to revert Less than half of the text usually displayed can now be displayed on the screen Let us adjust this,1
142,Its been great up until yesterday when it stalled all notifications for new groups/group chats I tried all the standard remedies (hard reset power cycle my phone etc) and no change I even did an uninstall/reinstall No change,5
143,I know you think its cute these silly update notifications that contain no useful information but maybe you could consider taking release notes seriously and actually explaining what bugs are being fixed what features are being updated and how the changes will affect us and not treating this like a creative writing exercise in avoiding telling users what youre doing and why,2
144,My main issue is having 13 unnecessary Slack sounds auto downloaded into my music library every time I use it Even when I delete them they keep regenerating Ive tried to adjust multiple settings to keep them from downloading permanently to no avail,2
145,Cannot just open in the brower Both options link to the app store That is useless and annoying,1
146,Update required but doesnt seem to be working just keeps looping back to Update required to keep using app Reinstalled same thing happens Opposite of productive especially since Im in the middle of doing things using Slack,2
147,Can you please remove the notification from my phone after I already see it on my computer Sometimes it finally goes away if I just turn the phone screen on Sometimes I have to actually open the app or clear it from the notifications bar,1
148,Unable to use slack since last update Message popup within app indicates that an update is needed but when you click the message there are no updates available Popup message cannot be dismissed,1
149,No previous deprecation notices no new version on google play but this version is suddenly not supported Missing meetings right now figuring out what to do Awful,1
150,had difficulty speaking with members during midnight hours seemed as though there was some default do not disturb setting and communication was hindered,2
151,I very rarely leave reviews That said this app is unusable aside from notifications I downgraded to its 2019 version Its been my experience that whenever I open any channel or DM and begin typing I have around 10 seconds to write a sentence or the app will crash This has been consistent throughout most of the year but this current iteration crashes even faster than any other version Ive used,1
152,The only issue I have is with alerts Itd be nice to have the option to have a separate alert for every channel/thread update Currently after tapping on the mobile alert I have to check the channel listing to see what channels have new messages Maybe there could be a delayed notification when app is no longer active that says you still have unread updates This could be disabled in settings of course,3
153,I dont get it Why fix (break) what wasnt broken Before I used to be able to start a post come back to it and everything was there Add a photo to a post No problem Now when I leave the app  come back my posts disappear from the channels I wrote them in  automatically get transferred to the Drafts channel Whats even more maddening is without even leaving the app if I want to take a photo to add to a post once I take the photo the post has likewise disappeared moved to Drafts,1
154,Its signing people out of their account saying invalid authentication Ive been using Slack for a couple years now and never had this problem,1
155,V hard to find a message again if you leave it to read another Web site on Android refuses to let you sign in insisting you use the app,1
156,Its like an improved version of Discord but geared toward the needs of businesses/organizations Makes it easy to organize large events coordinate with folx working together on a project(s) communicate effectively with everyone in a business/organization from top to bottom speed the implementation of new regulations deadlines technolgy etc *And* its actually fun to use I was almost sad when I didnt have a need for it anymore Super awesome app I recommend for a multitude of purposes,4
157,I was working my way through the morethanusuallynonunderstandable Terms of Service trying to figure out whether I was a Customer or an authorized user or something completely different when I tried to set cookie preferences that were blocking half the screen and everything disappeared The app is impossible One can not even read the Terms of Service much less agree to them if one wants to and after reading as far as I did I probably would not have agreed to them,1
158,Very reliable I mainly use this for my family but have used it to coordinate with numerous people The private message and group message is great to use when discussing individual or a coop effort Having the capability to have multiple rooms for separate projects or conversations is great It links with drives calendars and notes to keep track of your daily/weekly/monthly functions,5
159,I have to use this app for work Notifications are always spotty and this is a huge issue My boss will message my team channel and I often dont get notifications of his new messages on my desktop or my phone My team members have the same problem so we are constantly having to check for new communications just in case something has come in that we have missed,1
160,Not the app for me But might be great for some It kinda like a FB  But not as sharable to the world  like you have to have an invite Or you not in or cool Not Tertaly enough for the turtle club kinda app  Similar to a whats app Yeah like that ,3
