,processed_review,Registration Issues,Notification Issues,Slack Desktop/Mobile App Issues,Interface Issues
18,Galaxy S21 / Android 12  As others have reviewed the push notifications are essentially worthless Most often the push notifications are never delivered In those rare cases they are delivered its usually hours after the post to the Slack channel Email notifications are substantially more reliable but whats the point of having email notifications enabled when push notifications are enabled Until the push notifications are fixed the Slack apps best use is opening it up to send a message Just dont expect to get a reply via push notification ps Slack Robot no I will not send an email to feedback at Slack unless you want to put me on your payroll to help troubleshoot your app,0.9859447006971378,0.004586144142989716,0.00469943294232191,0.00476972221755049
19,Hmthis is the second time Im finding my review missing Anyway issue was resolved by using the option to signin manually the email link received worked and was able to sign in with android phone Dont use the other option (sending a magic link to your email) Signin manually with your email reset password and then a magic link will be sent to your email that actually works,0.006957544796853446,0.006749663970848194,0.006811827926396397,0.979480963305902
20,My work uses Slack Im a software developer Slack stinks of bugs and lack of professionalism They change UI and features without concern for existing user productivity deprecate OS and browser versions on a whim etc 1 You can no longer delete zoom call msgs 2 On Android replies to a thread AND channel is now a multi step process 3 On Linux it insists opening its own browser process and reopen all my default tabs with it Etc Not enough room here to list all the faults,0.40438319912051324,0.00698802692078498,0.006682654493232561,0.5819461194654693
21,Black screens in every thread Pixel 6 pro and pixel 5 We just got stuck with this BS COVID19 hit and this was our best option Obviously the app was popular with devs because you can do cool things like alert you when a sale has been made and the documentation was great The pitfalls of slack are going to be the pitfalls of our society The app is mediocre regardless,0.010680946233145626,0.9679821995996164,0.010834603295857942,0.010502250871379995
22,This app has a lot of potential however its inconsistent and therefore problematic For example the status update sometimes fails to save despite user feedback that it does Often its also not possible to access and respond to messages that are in thread,0.4367379326442365,0.013583671783696129,0.013747852815199656,0.5359305427568677
23,The fact that I am forced to download the desktop version in order to make changes to the mobile version is absolutely ridiculous My notification setting is always changing itself to pause for seemingly no reason at all I constantly have to change it back to giving me notifications,0.011841475948635341,0.8386080483267976,0.012024716682669332,0.1375257590418978
24,Why you changed the left sidebar (list of channels and conversations) BG colors on mobile app Im having very different expirience on mobile than on desktop now hard to immediately understand what is going on if Im constantly switching between mobile and desktop slack apps This is very strange move It is not fixable by enabling the dark mode as I want to have the same set of colors on mobile app as on desktop app for the same app areas as on desktop while not in dark mode,0.37849107522360315,0.3966278146974938,0.006596873822171177,0.21828423625673202
25,Just received a link to join app for work purposes Its terrible I cant even sign up It gives me an error message with all/any email I use I cant even sign up with the workspace URL,0.014630062745010832,0.01422228301401703,0.01440201084878083,0.9567456433921913
26,They destroyed the interface with this last update I have no desire to use the mobile app anymore it is no longer convient Bring back the old UI Edit: Still liked the old interface better but gotten used to the new one Still get the occasional bug but overall fine,0.01124840769995089,0.9658643760902471,0.011560701612931264,0.011326514596870767
27,UPDATE: very strange that i cannot edit my own review in here but i solved my issue After i made the Google account Default (the one i need to use to sign into Slack workspace) i logged out from all the workspaces deleted the cache reinstalled the app and it works now I was able to login into the workspace that i need to use I dont know if its a Google thing or Slack but this needs to be solved I shouldnt need to go through Security Settings in order just to login into a Slack,0.0062746062604182576,0.00627379990799249,0.006198248360311662,0.9812533454712776
28,The app works well in tablet mode on a chromebook However there are issues when trying to navigate the map when in computer mode on my chromebook,0.021567507824538805,0.10839927322678496,0.02160823807545642,0.8484249808732198
29,Love Slack  generally speaking it gets 4 stars But this 2 star review is for whatever change they made to the app since I last updated umpteen months ago: I lost the ability to make channel shortcuts on my homescreen HUGE THUMBS DOWN,0.01323562099059453,0.013454744166504277,0.9601514690569208,0.013158165785980412
30,Cant remove or sign out of workspaces Dont use the mobile app If you have to use slack stick with a browser This is a bug theyve known about for a long time and will likely never fix,0.014624785595097379,0.014657648456634224,0.014787950567524327,0.955929615380744
31,The copy link doesnt actually copy the link Most of the stuff people share on slack I want to either open on a different device or in Incognito so I need to be able to copy it from my Android Now I have to do copy text and delete whatever their commentary was on the link I wish that slack updates didnt break the app so often and I wish theyd fix it faster when things like this do happen Due to the amount of bugs they should really streamline reporting them too,0.006881735145776544,0.4655792681791841,0.007301746986617795,0.5202372496884214
32,Is there even development done on mobile app for slack Videos never get played when uploading a video from phone it take insane amount of time Same video on Google drive in few seconds Whats the point of having an attachment option if we just have to share Google drive like ,0.7941404223840764,0.010933783601842863,0.011065332518358884,0.18386046149572186
33,Mobile notifications are garbage and have been for the past 3 years Sigh Cant find a reliable way to get notifications on my samsung phone/watch,0.49627375582638955,0.020114500358944427,0.020419366005256994,0.46319237780940903
34,Its ok I suppose I only use it because my employer doesnt seem to realize we really dont need another message app especially one thats not even end to end encrypted,0.01946149785576656,0.019201395417448117,0.9425865325623833,0.01875057416440209
35,It needs to break down how channels can be minimal even being used through company work its very confusing for me and I have ADHD I get really confused because its so scattered Im still learning its new for me,0.01901638359051144,0.9440533573392729,0.018555725388123948,0.018374533682091746
36,Still unable to change profile picture with new update which is the only reason I got the mobile app Unsure why it was taken off,0.025059901775281095,0.930685689385044,0.022192435987171966,0.022061972852502977
37,App constantly crashes when being in a huddle with Bluetooth headphones Maybe fix this,0.031818072686149175,0.03227135420714641,0.9028855315985326,0.03302504150817193
38,No option for unread messages making the app just garbage the most important question is WHY If this option available on desktop,0.9345923811955259,0.021835948975839178,0.02209951350763408,0.021472156321000836
39,An awful glitchy frustrating experience I wish every conceivable misfortune befalls its developers,0.8863861412632544,0.03749424533580105,0.038649210352443314,0.03747040304850114
40,Log in problems no customer support terrible interface huge disappointment,0.03179702337266684,0.22060943339561023,0.03325878190260637,0.7143347613291166
41,why cant i use mark up on mobile you think its easier to use the smart formatting menu on mobile Have you tried using any mark up on mobile at all you broke triple quotes () do you guys use slack yourselves or does some 23 year old designer call all the shots with no testing,0.010632622594074291,0.010504456876117431,0.9677972778144633,0.011065642715344822
42,Cannot change time zone even though theres a setting listed that would seem to allow this On mobile sometimes has problems marking channels as read even after closing app opening channel scrolling to end and up and reopening channels panel No edit history on shared editable text snippets,0.010783560546556685,0.9682699534577738,0.010576818396048904,0.010369667599620519
43,Please use the update descriptions for actual information Edit: yes I mean the release notes What does this mean: What’s New • No news is good news Well some news can also be good news or no news could perhaps lead to uncertainty and speculation on par with bad news but in this case our absence of news is a good thing Or at least not a bad thing No news is just fine Carry on,0.008083113476706207,0.008186984416204003,0.008574803808100266,0.9751550982989895
44,Its okay However I frequently have new messages notifications but these messages do not show up in the app The app will highlight the channels with unread messages but visiting these channels only shows the old messages Nothing helps to solve the issue: killing the app restarting the phone clearing the cache The only way is to either go to the desktop app or wait for another message to be sent in that channel and hope that it will solve the issue This is very frustrating,0.9783584591612248,0.007134155683962422,0.007245884299689607,0.007261500855123154
45,This app has caused me so much work stress Issues: No phone call notifications on Googles WearOS smart watch * when you get a call and pick it up on desktop it is marked as missed on your phone and leaves a ghost window * the connection quality is so bad compared to dedicated phone calls voice drops in and out comes through laggy * background noise is terrible over voice Definitely worse than a standard work call So bad that people cant understand others and complain about he noise * sometimes calls dont wake my phone at all yet a regular phone call can all the time * the app is slow and bloated feeling just like the desktop version (which is really pretty good tbh) Sure I cant blame this all on slack it is in some ways a hardware and OS issue But theyve set the expectation and they should still know the pain Feature requests: * record calls client side (for privacy) automatically so I can play then back (autodelete after N time unless otherwise specified by the user) ** automatically record calls I was invited to but was not able to answer persons currently in the call should know that such a feature is enabled however * phone call notifications on WearOS * Show your online status of any desktop instance from your phone,0.0029231202286172167,0.0028777602933006993,0.002969699843265584,0.9912294196348166
46,Ill change this after they either get back to me or fix this Android  my new message notifications wont go away as if I havent seen them and I can no longer view older messages from those same people I also go on a channel and itll say 10+ new messages and theyre not new Ive seen them but the notification keeps sending me way up the channel for no reason No updates to fix these bugs,0.0074230418377930355,0.007432155399309172,0.7842439100588924,0.2009008927040055
47,Startup on demand needed I dont want to be on call 24/7 and I dont want this app to run all day long and only when I need it to I want the ability to sign on to the app without individually connecting to channels I use,0.013073535857611313,0.013194958034187972,0.9598322798409962,0.013899226267204632
48,So close This is a great platform for communication but the mobile notifications are appalling They are either nonexistent or are sent after a long period of time This has been brought up by others for a while now and hasnt been delt with It does me and Im sure others no good at all if we cant communicate in a timely fashion With the competition of other similar platforms being so fierce you folks REALLY need to put on your boots and deal with this Fix this and its 5 stars,0.009427997170051983,0.009529020334663773,0.9714591345125797,0.009583847982704658
49,This app has gotten worse over the past few weeks It used to be pretty smooth Now the screen jumps around constantly It notifies way too much every pic upload interrupts what you are doing with a big ugly popup This is not needed It makes the screen jump and pulls you off of text or what you have moved on to The way it saves and uploads pics is so out dated 1 pic a time I have to use my own camera app and transfer yhem over in groups It is a very sloppy app HAVE TO USE FOR WORK,0.0069344095446960225,0.34829227362057824,0.6378978721453007,0.006875444689425045
50,I use Slack daily for school and Ive loved it for over a year now But lately (in the last week or two) I will open the app and instantly get signed out of a workspace with the error Invalid Authentication I have to sign back in and then it will happen again in another 5 or 10 mins Its becoming unusable at this point,0.010750027240060508,0.16711508046673043,0.40444414615821556,0.4176907461349935
51,Im so irritated I have sections created to make it easy to find my channels for certain things They are pointless 2 of my sections are duplicated in a long list (but they are not shown together) So seemingly random channels are in one of two different sections that have the same section name This is not so on desktop  just mobile,0.011765496961531927,0.9651549736005688,0.01174750009094608,0.011332029346953125
52,All of a sudden Ive been kicked out of the app for invalid authentification 5 times in the last 15 mins or so Could barely finish typing out a message Have had the app for at least 2 years now and never had a problem before now Hoping this will be resolved soon because it is also affecting my notifications today,0.012577249286700625,0.9605699814703699,0.013311861764432014,0.01354090747849756
53,When this app stops functioning properly (thankfully not too often) I realized how much I depend on it for communicating with my coworkers While theres always room for improvement this is by far the best messaging app out there Ive used Discord G Chat and Teams but none of them compare,0.01265501491111089,0.9624175521973138,0.012461956742772654,0.012465476148802657
54,This app is great in concept I have lots of issues with not getting notifications or getting them inconsistently however this is something I have worked past the current issue is since the most recent update I continue to get logged out randomly while on the app with a invalid authentication error message this is absolutely frustrating while Im responding to urgent work concerns,0.00923710642773322,0.41741751423806417,0.2532109253557875,0.32013445397841506
55,IT IS COMPLETELY UNUSABLE NOW A) Keyboard keeps closing or triggering different UI reactions after a second so its almost impossible to type anything of value B) Any context switch or another UI pops up you lose all your text in the current input box You have to go to the draft window to find them What was Salesforces point for purchasing Slack then killing it with poor enhancements Roll back all your changes The system was working better before Salesforce,0.008612821841094248,0.008578508888679077,0.008501693915285385,0.9743069753549413
56,Used to be great but crashes frequently now and needs to be restarted constantly (latest version of app and Android) Uploads fail notifications are spotty at best and generally more frustrating to use overall This is all on dedicated wifi so definitely the app thats the problem Slack started out great but are slacking in their success  will be happy to change this to 5 star if bugs are addressed,0.007036205918760127,0.007087336114159298,0.9787316171997563,0.007144840767324462
57,Its Slack This should be a 5 star app Know why it isnt You cannot SELECT AND COPY TEXT in messages WHYYYYYYYYYYYYYYYYYYYYYYYYYYYY Edit  thanks for the reply I know I can copy the entire message This is frustratingly useless when you want to copy a word or phrase or number from a blob of text Like when you are in the midst of a production/ops problem and are collaborating with other fix agents on a critical issue Guys Please this is really inexcusable,0.00888789207151894,0.6128007856556857,0.008868286108747805,0.36944303616404744
58,App is quite detailed have to put your mind to work when using not real easy to setup the business aspect is well informative however model structure is some what confusioning Good app for a the leaning of a bussiness account to control every direction in which your core people are well informed also keeps management on the progress of the project and each task that is performed,0.6921694726341354,0.011331667824465756,0.011711898825113254,0.2847869607162855
59,Utterly terrible app for 2 critical reasons 1) Single sign on you have multiple accounts to manage for each group dealing with that across devices is very painful 2) notifications fail regularly I waste many hours debugging slack notifications and the issue had persisted across devices,0.011294041262294123,0.010809441916847795,0.011258786992236328,0.9666377298286217
60,The app will not let me sign in It keeps telling me that I have a wrong email address or password but when I sign in on my browser using the exact same email and password it works just fine This has been incredibly inconvenient,0.01284900579641371,0.012739687647725309,0.012809043826076522,0.9616022627297844
61,My Slack stopped working after update on 9/22/21 Android 711 So sad Cant even open messages I need it at my federal job so I can leave my desktop Was hoping I could see through my phones web browser but nope Now I have to rush shop a new phone Slack support staff was very quick  polite with my emails I think Slack should poll their members to ask what phones they use before pulling the plug My phone is only about 4 years old and works fine for most popular apps,0.006664214272434876,0.006711184324604568,0.4882717715840742,0.49835282981888646
62,App keeps booting me from calls on my Pixel 6 There would be times where I managed to stay on the call for about a minute then I would get booted For most of the time it boots from the call almost instantly This doesnt happen on the desktop client,0.016079392481495106,0.016276094921748547,0.9506721675664912,0.016972345030265137
63,Sitting here with wifi and the app has completely crapped out on me and now I cant get back in to any chat that I was part of It just says slack is offline and try again later Done this for 2 days now and cant do my job without it,0.02020020309231401,0.019742751148438056,0.9393600740354914,0.020696971723756515
64,Pretty subpar experience compared to desktop I have to manually clear the cache multiple times a day to see new messages and lately Ive been getting logged out randomly when Im typing a message due to invalid authentication,0.011478403300044624,0.6213752650887173,0.011753560062443233,0.35539277154879495
65,I have recently been facing too many issues with slack Messages do not pop up And the most recent issue is that slack is not connecting to my mobile network due to which it shows me as offline and i am unable to send or receive messages over slack,0.252680931886248,0.013280119493012542,0.720732664691138,0.013306283929601629
66,It used to save drafts of messages if you navigate away for a second and now it clears out the entire message not only when navigating away but also if you pull down a notification Please fix,0.016650587997214656,0.6980140896023826,0.01659195905342278,0.26874336334697974
67,Cant setup on Pixel 6 When I choose to email a magic link and select my rooms to join and click next on my phone it just crashes EDIT: Ended up having to sign in separately and not use the magic links Once I got beyond that the app works properly again The magic link portion doesnt work though at least on the Pixel 6,0.008317900039088636,0.008287765732930871,0.008398583791752961,0.9749957504362275
68,Worked great until today Samsung Note 10+ Android 11 Unable to send messages Can receive Reinstalled App unable to log in to usual workspace Unable to send email to log in Unable to use app to report issue Edit: back to normal after major outage,0.9751811935762922,0.008014274960757233,0.008131714568910703,0.008672816894039898
69,It used to drop calls around 12 times per use Now I cant take myself of Do Not Disturb which has made the app entirely unusable This is happening on my older model Android and also on my friends new iPhone Negative stars,0.014233103093860907,0.013674408121590854,0.9584546223088111,0.013637866475737096
70,Doesnt work properly I never get notifications can not view pinned messages (I was added to slack by a company I just started working for) and it constantly logs me out which contributes to missed notifications,0.9550288707402863,0.015045302792326494,0.015158581160888923,0.01476724530649837
71,Just recently switched to a Pixel 6 and I cant connect videos or audio calls Ive seen some people complaining about it as well so I expected that to happen Everything else works great though,0.016563633364098305,0.01612309901127077,0.950388279175544,0.016924988449086905
72,Accidentally signed out of one slack (because its too easy to do on mobile) Couldnt log back into that slack because it would not take sms and ate a backup code Now the app wont open at all and just goes to the app download website instead,0.014903354617279015,0.013575786129347138,0.013909297938723064,0.9576115613146507
73,I use this only for staying in contact with Amazon management This app keeps logging me out on my phone and I have to reconnect at work on a work computer VERY INCONVENIENT when trying to message work before coming in,0.015536190101741402,0.015178857734757035,0.015579871309689616,0.9537050808538119
74,App worked fine for months now cant view messages or reply or post Have to completely wipe cashe and data and re sign in to work for only a few hours then it screws up again,0.01912128858118669,0.018676333170104854,0.9419284342482744,0.020273944000433967
75,Hangs most of the time and takes a lot of time for loading Calling is a disaster stopped using slack for calling lately stated to call using a different medium and use slack for scree share Screen sharing is good,0.011381303020330793,0.48645892972991445,0.011924609545776886,0.4902351577039778
76,Want to revert back to preupdate Well you all REALLY screwed it up with that update Was pretty good app but now cant have list of channels on side to switch back and forth to Who the hells brilliant idea was that IDIOT Please fix it back dumba**es No option to change it,0.01568307443945787,0.016032026993793552,0.9529511066203079,0.015333791946440675
77,This sucks Difficult to sign in navigate and not user friendly Were better of using email and text Whats the point of Slack Its just another messaging app and an incredible waste of time,0.013926699083059912,0.013850106932408892,0.015048841274797938,0.9571743527097333
78,Horrible UX Impossible to send pictures and always fails to load them Finding and creating chats is so difficult Why not make it like any other IM app and stop hiding all the different chats you have going on,0.013127375498286714,0.596049114363546,0.3776267869418429,0.01319672319632447
79,Currently app repeatedly logs me out with invalid authentication every time I use it Im able to get maybe 3 messages before the error occurs Until fixed browser is necessary,0.014620588435905862,0.5157546119099047,0.014417689122237023,0.45520711053195234
80,Its functional but the lack of options to organize the sidebar makes it hard to use Also occasionally not getting notifications I would expect,0.020493215582513918,0.9397965883691154,0.01970653864233683,0.020003657406034017
81,My biggest issue is the difference between desktop and mobile  You can see the react emojis However you cant see who reacted to your comment unless youre on the desktop version,0.01881535695809018,0.7682954405716202,0.19392715375325462,0.018962048717035034
82,Unbelievablely dumb decision to have gif search be random and you have to shuffle it Garbage Wouldnt work when on VPN without telling the user why had to switch VPN location in order to use it,0.0152796062766788,0.015436453364393837,0.953278175170789,0.016005765188138333
83,Awful Cannot have a conversation with anyone because the app constantly loses connection Just continually says lost connection reconnecting,0.9380503476985026,0.01987735240730152,0.02109895194085008,0.020973347953345777
84,I do not like the drafts feature It is trash and needs to go Save 1 draft only and do it in the buffer you type into,0.027399093628526584,0.027079423751246414,0.025717432365512865,0.9198040502547142
85,Everyone in here that has a pixel 6 is having the same issue You are completely unable to use the calls functionality Ive reached out to the email address but do you have any kind of work around or,0.018020965432343928,0.018306665406631385,0.01795076228611727,0.9457216068749074
86,App keeps logging me out and jittering and the new ui sucks compared the old one They should just distribute the apk from 2020 and stop wasting their time with pointless and ugly updates,0.014339973653550254,0.014901358232434679,0.9553221947142349,0.01543647339978014
87,This is hands down the worst chat tool Ive ever used Slack is a great name for it though cause it never works it just slacks off and decides its not responding Absolutely garbage software Aim was prehistoric and bad to use but it actually let me send messages How is it that 25 years later slack cant even send a message without freezing and crashing This is embarrassing,0.9759429290395325,0.007948213594874886,0.00797759996868668,0.008131257396906118
88,The app doesnt notify me about new messages I only get to see them once Im emailed about it but thats about 3 days later,0.023727883517052177,0.024045358945610534,0.9281871901980173,0.024039567339319955
89,Times me out constantly I have to log into my work computer to access on my phone at least every 15 minutes Ridiculous,0.023078305860736597,0.023458456892005163,0.024066348556767234,0.929396888690491
90,This app was working great but since today I was getting absolutely no messages and no I reinstalled slack and now I cant back in,0.9191279837579144,0.027063152562030103,0.027365451651844817,0.026443412028210638
91,It will not continue to run on an Android you have to reconfigure every time you want to use it,0.03689232888741617,0.036836339744195805,0.03753324660814604,0.8887380847602421
92,An annoyance I am forced to live with now and absolutely irritating to update the app on a desktop Extremely annoying and not user friendly,0.2553087389257349,0.39579187059353405,0.32819459271145324,0.020704797769277798
93,Any resemblance to one nonstatic static nonliving and or living is coincidental Discernment and discretion may be advised,0.25,0.25,0.25,0.25
94,This app never updates my messages for urgent matters And when I go to close a conversation it just stays in limbo amd wont go away,0.9279046371314166,0.023618163541553754,0.024629761727295536,0.02384743759973415
95,Slack has gone from the best app Ive ever used to the WORST app Ive ever used Sadly after 6 years we have to retire using it and use something that is like basically simply WORKING We cannot even freaking TYPE anymore without Slack closing Horrific please REVERT BACK to 2016 and FIRE THE NEW DEVELOPERS,0.2997058892399362,0.009645647312086109,0.009758761602880367,0.6808897018450973
96,I cannot change my profile picture for the life of me once this issue is fixed I will update my stars,0.028383269157541958,0.9135059799571869,0.02873620828416273,0.029374542601108423
97,It was nice until it logged me out for some authorization error and erased all my saved workspaces for no reason,0.03172266939778144,0.46616912558797574,0.031848731257361235,0.47025947375688154
98,Not a great app Hard to use and very slow sometimes Discord is a far better choice,0.37596195285728334,0.027932300155198778,0.5691836125902481,0.026922134397269752
99,My Apple friends dont have issues but those of us with Androids at work have big issues New messages dont pop up  I have to search for the channel and see the new messages The channel itself disappears from the list I work at a school and we only use slack Fearful i might miss an emergency with a student bc of these issues I really hope they fix them Looking forward to a good update,0.008210545640760819,0.5158177296985972,0.46783518537347096,0.008136539287170915
100,If you try to use the browser in the phone the came with an excuse that they having problem to log you This is to make you download the app Update: They told me they dont support mobile browser Again The correct answer would have been: We restrict browser on mobile devices,0.011730531752871122,0.011847476824505316,0.01212797096563722,0.9642940204569864
101,Seems to work great and is easy to use once your set up but I had some problems signing in This problem happened with my coworker as well I gave it my email and it says to open my email and click the magic link After I click the magic link (confirmation button) from my computer where it is a lot easier to navigate and use my email it opens up the app on my computer rather than signing in on my phone I had to sign in manually inputting the url of my workplace first,0.007122204216298787,0.00696541569853858,0.007063633874088923,0.9788487462110738
102,Works great on desktop but Im unable to signin on the mobile app Each login attempt resolves with an error Something went wrong Please try again Ive uninstalled cleared local data and changed from beta to release Ive not able to login using the magic link,0.00929795116279565,0.009370525802123318,0.00923293104218591,0.9720985919928951
103,They dropped Android 7 support What a terrible idea Any reasons for the essentially JS app Take a look at Outlook policy or any other communication app They still work without any problems,0.017335526632752493,0.017030260992479177,0.0171076693884556,0.9485265429863128
104,Ive been trying to download this app to my softwarecurrent Samsung Galaxy Note20 for 6 days and it never gets past pending Ive tried turning my phone on/off cycling my VPN turning off my VPN trying wifi trying cellular and trying to clear Google Play cache No issues downloading other apps this morning,0.009050433878799658,0.009188877125428098,0.009080010620274933,0.9726806783754972
105,In all my years using applications Ive never used an app that is as terrible and poorly developed as slack Its fine once you get into a page but if you havent signed in in a while you might as well never try again Absolute trash,0.15892837671702506,0.014193034812820525,0.014271339198298632,0.8126072492718558
106,I would love to use this app again But for some reason the app wont even install  the first time Ive ever had an app from the Play Store that wouldnt install in the years of my Android use Sent in feedback for review from Slack but its definitely not a good sign,0.011094221423598581,0.011093840241512005,0.2293728895944125,0.748439048740477
107,Update: app seems to be working again I have had difficulty editing channel names as well as I keep seeing a past memeber that I removed from our workspace in my app,0.5755922064561961,0.019607334241824734,0.3843216320921516,0.02047882720982757
108,The app has always had minor issues in the past messages not showing gifs never work right Some polls wouldnt work Posting videos seem to have random issues But it still seemed to work for what we use it for It is slowly getting better UNTIL NOW I CANNOT GET IT TO WORK SUDDENLY DUE TO NO SUPPORT OF OLDER ANDROID VERSIONS The tech support seems to be less than helpful I hope it will work again and get back to its constant improvement track like it was going,0.007511734161793902,0.007679856897137461,0.00778264739507187,0.9770257615459966
109,Get rid of the huddles option Its annoying and useless We use Zoom and have no need for huddles The option to hit one button in a channel and instantly invite everyone to a damn meeting is really annoying The area they put this in and without a second agreement before launching it causes a lot of issues Its at the top of my phone and easy to click when trying to swipe down from the top There should be at least a Yes or no prompt before starting this,0.008018516365353173,0.9766506094871006,0.0076913869829866015,0.007639487164559586
110,Slack randomly stopped working because of my Android system not being updated enough ie needing to buy a new phone to use Slack However Id still get notifications about messages just not be able to write back on my phone The app still worked HOW RIDICULOUS Worst app ever to literally say buy a new phone to keep using Um nope You are a worthless company if you make everyone buy a new phone to use Sorry but just no Fix this and I will probably come back dont and Ill tell everyone how terrible you are,0.0055236148440065864,0.005558235117164509,0.2933633178611701,0.6955548321776588
111,Outages are more frequent than they should be Also a notification for every single message no matter how fast or how many are coming from one channel or group can be very annoying I wish there was a setting for max notifications from one channel in ten minutes,0.3416314696812162,0.6221791176907645,0.01757959324752262,0.018609819380496686
112,Its okay I have been getting ongoing issues with notifications not being pushed when they should be I am a manager of 2 Spas and need to be ready to answer anyone via slack But when its not letting me know I have a slack I constantly have to be on it Another on going issue Ive had is when I go to read an unopen message and it just doesnt show me it Just past conversations Its very annoying when your job is to be there for your employees but the app you use for communication has bugs,0.00824419043846765,0.008312594046820157,0.26493409164887705,0.7185091238658352
113,Most recent string of updates make Android app unusable Threads DMs etc do not update or show an update dot but not have new content Really sad when on a business plan you cannoy trust the app to properly function for business critical functions Update: would give zero stars if possible App continues to be extremely buggy will not load message properly and is often nonfunctional Its bad enough that I have had work team/Dept stop using and working to stop using company wide,0.005720497274319242,0.005834279744586564,0.5190724135938153,0.469372809387279
